/mnt/HD-Storage/Datasets/Recola_46/Wavs
dev_02.wav	4800000
dev_07.wav	4800000
train_02.wav	4800000
train_12.wav	4800000
train_16.wav	4800000
test_14.wav	4800000
train_15.wav	4800000
train_09.wav	4800000
dev_11.wav	4800000
train_04.wav	4800000
dev_13.wav	4800000
train_06.wav	4800000
train_07.wav	4800000
dev_06.wav	4800000
test_07.wav	4800000
dev_05.wav	4800000
train_05.wav	4800000
train_13.wav	4800000
test_04.wav	4800000
dev_08.wav	4800000
test_12.wav	4800000
dev_03.wav	4800000
dev_09.wav	4800000
train_08.wav	4800000
train_01.wav	4800000
dev_12.wav	4800000
test_01.wav	4800000
test_02.wav	4800000
test_15.wav	4800000
dev_04.wav	4800000
dev_14.wav	4800000
dev_01.wav	4800000
train_11.wav	4800000
test_05.wav	4800000
train_03.wav	4800000
test_11.wav	4800000
test_10.wav	4800000
test_09.wav	4800000
test_03.wav	4800000
test_06.wav	4800000
train_10.wav	4800000
test_08.wav	4800000
dev_10.wav	4800000
test_13.wav	4800000
dev_15.wav	4800000
train_14.wav	4800000
